CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
202169,0,52.0,SELFENQUIRY,1,6.0,SALARIED,MALE,3,3.0,SUPERDELUXE,3.0,MARRIED,3.0,0,1,1,2.0,AVP,32099.0
202170,1,58.0,SELFENQUIRY,1,8.0,LARGEBUSINESS,MALE,2,3.0,BASIC,3.0,SINGLE,5.0,0,1,0,0.0,EXECUTIVE,17479.0
202171,0,53.0,SELFENQUIRY,3,8.0,SMALLBUSINESS,MALE,2,3.0,SUPERDELUXE,3.0,MARRIED,7.0,0,3,1,0.0,AVP,29852.0
202172,0,30.0,SELFENQUIRY,3,14.0,SALARIED,MALE,3,3.0,STANDARD,3.0,MARRIED,6.0,0,3,1,0.0,SENIORMANAGER,22264.0
202173,0,38.0,COMPANYINVITED,3,16.0,LARGEBUSINESS,FEMALE,2,3.0,DELUXE,3.0,SINGLE,2.0,1,3,1,0.0,MANAGER,20666.0
202174,0,35.0,SELFENQUIRY,3,9.0,SALARIED,MALE,3,3.0,STANDARD,3.0,MARRIED,7.0,0,5,0,2.0,SENIORMANAGER,22823.0
202175,0,39.0,SELFENQUIRY,3,8.0,SALARIED,MALE,2,1.0,STANDARD,3.0,UNMARRIED,1.0,0,1,0,0.0,SENIORMANAGER,22880.0
202176,1,40.0,COMPANYINVITED,3,30.0,SALARIED,FEMALE,3,1.0,SUPERDELUXE,4.0,UNMARRIED,5.0,1,3,1,0.0,AVP,28194.0
202177,0,47.0,COMPANYINVITED,1,22.0,SMALLBUSINESS,MALE,3,1.0,DELUXE,3.0,MARRIED,2.0,1,1,1,0.0,MANAGER,20067.0
202178,0,36.0,COMPANYINVITED,3,14.0,LARGEBUSINESS,MALE,2,3.0,DELUXE,3.0,MARRIED,5.0,0,3,1,1.0,MANAGER,20079.0
202179,1,31.0,COMPANYINVITED,1,15.0,SMALLBUSINESS,MALE,2,4.0,BASIC,5.0,SINGLE,1.0,1,3,0,1.0,EXECUTIVE,17321.0
202180,0,33.0,COMPANYINVITED,3,23.0,SALARIED,MALE,2,3.0,SUPERDELUXE,3.0,SINGLE,2.0,0,3,1,0.0,AVP,32444.0
202181,1,29.0,SELFENQUIRY,1,16.0,SALARIED,FEMALE,3,4.0,BASIC,5.0,SINGLE,7.0,1,5,1,0.0,EXECUTIVE,17404.0
202183,0,45.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,3.0,MARRIED,4.0,0,5,1,0.0,EXECUTIVE,17270.0
202184,0,50.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,MALE,3,3.0,SUPERDELUXE,3.0,MARRIED,1.0,0,5,0,2.0,AVP,32399.0
202185,0,33.0,COMPANYINVITED,1,6.0,SALARIED,FEMALE,2,1.0,DELUXE,4.0,MARRIED,2.0,1,3,1,0.0,MANAGER,20488.0
202186,0,41.0,COMPANYINVITED,1,15.0,SMALLBUSINESS,MALE,3,3.0,KING,3.0,MARRIED,3.0,0,4,0,2.0,VP,34419.0
202187,0,27.0,SELFENQUIRY,1,22.0,LARGEBUSINESS,FEMALE,2,3.0,BASIC,4.0,MARRIED,1.0,0,1,1,0.0,EXECUTIVE,17811.0
202190,1,30.0,SELFENQUIRY,1,28.0,SALARIED,FEMALE,2,3.0,BASIC,3.0,MARRIED,5.0,1,1,0,0.0,EXECUTIVE,17132.0
202191,0,50.0,SELFENQUIRY,1,30.0,SALARIED,MALE,3,3.0,SUPERDELUXE,3.0,MARRIED,4.0,1,4,1,2.0,AVP,28973.0
202192,0,38.0,COMPANYINVITED,1,16.0,SMALLBUSINESS,MALE,3,3.0,BASIC,3.0,MARRIED,1.0,0,5,0,0.0,EXECUTIVE,17684.0
202193,0,46.0,SELFENQUIRY,1,13.0,SMALLBUSINESS,MALE,3,3.0,STANDARD,3.0,MARRIED,7.0,0,1,1,1.0,SENIORMANAGER,25845.0
202197,0,18.0,COMPANYINVITED,1,11.0,SALARIED,MALE,3,3.0,BASIC,3.0,SINGLE,2.0,0,1,0,1.0,EXECUTIVE,16051.0
202198,0,54.0,SELFENQUIRY,1,23.0,LARGEBUSINESS,FEMALE,2,3.0,STANDARD,3.0,MARRIED,1.0,0,5,0,0.0,SENIORMANAGER,25739.0
202199,0,35.0,SELFENQUIRY,1,31.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,3.0,MARRIED,2.0,1,3,0,1.0,SENIORMANAGER,25388.0
202200,0,30.0,SELFENQUIRY,1,14.0,SALARIED,FEMALE,3,1.0,STANDARD,5.0,MARRIED,1.0,1,1,0,2.0,SENIORMANAGER,26416.0
202201,1,20.0,SELFENQUIRY,1,17.0,SMALLBUSINESS,FEMALE,3,4.0,BASIC,5.0,SINGLE,2.0,1,3,1,2.0,EXECUTIVE,17600.0
202202,1,30.0,COMPANYINVITED,1,11.0,SMALLBUSINESS,FEMALE,2,3.0,BASIC,4.0,SINGLE,1.0,0,3,0,0.0,EXECUTIVE,17422.0
202203,0,26.0,SELFENQUIRY,1,8.0,SMALLBUSINESS,MALE,2,1.0,DELUXE,3.0,MARRIED,2.0,0,3,1,1.0,MANAGER,20472.0
202204,0,22.0,SELFENQUIRY,1,14.0,SALARIED,MALE,3,5.0,BASIC,5.0,MARRIED,2.0,0,1,0,1.0,EXECUTIVE,17451.0
202206,0,48.0,SELFENQUIRY,1,10.0,SALARIED,MALE,3,4.0,STANDARD,3.0,UNMARRIED,1.0,0,5,1,0.0,SENIORMANAGER,25999.0
202208,0,39.0,SELFENQUIRY,1,6.0,SALARIED,FEMALE,3,4.0,SUPERDELUXE,3.0,MARRIED,2.0,0,3,1,0.0,AVP,27742.0
202211,0,42.0,SELFENQUIRY,3,11.0,SMALLBUSINESS,MALE,2,3.0,KING,3.0,MARRIED,7.0,0,4,0,1.0,VP,33303.0
202212,0,50.0,SELFENQUIRY,1,15.0,SALARIED,MALE,3,3.0,BASIC,3.0,MARRIED,5.0,0,5,1,2.0,EXECUTIVE,17380.0
202213,0,59.0,SELFENQUIRY,1,8.0,SALARIED,FEMALE,3,4.0,SUPERDELUXE,3.0,SINGLE,4.0,1,5,1,0.0,AVP,28726.0
202215,0,55.0,COMPANYINVITED,1,24.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,4.0,MARRIED,4.0,1,5,1,1.0,MANAGER,21385.0
202217,0,38.0,SELFENQUIRY,3,9.0,SALARIED,MALE,2,3.0,DELUXE,3.0,UNMARRIED,1.0,1,3,1,0.0,MANAGER,21861.0
202220,0,44.0,SELFENQUIRY,3,34.0,SMALLBUSINESS,FEMALE,2,1.0,SUPERDELUXE,3.0,MARRIED,4.0,1,1,1,0.0,AVP,28320.0
202221,0,50.0,COMPANYINVITED,3,6.0,SALARIED,FEMALE,3,3.0,DELUXE,3.0,MARRIED,1.0,0,1,0,1.0,MANAGER,21347.0
202222,1,36.0,SELFENQUIRY,1,22.0,SALARIED,FEMALE,2,1.0,BASIC,5.0,SINGLE,2.0,0,1,1,0.0,EXECUTIVE,17743.0
202223,0,39.0,COMPANYINVITED,1,28.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,5.0,UNMARRIED,2.0,1,5,1,1.0,SENIORMANAGER,25880.0
202224,0,33.0,COMPANYINVITED,3,14.0,SALARIED,FEMALE,2,4.0,BASIC,3.0,SINGLE,1.0,0,1,0,1.0,EXECUTIVE,17342.0
202225,0,45.0,SELFENQUIRY,3,17.0,SALARIED,FEMALE,2,3.0,SUPERDELUXE,3.0,MARRIED,4.0,0,4,0,1.0,AVP,32650.0
202227,0,34.0,SELFENQUIRY,3,6.0,SMALLBUSINESS,MALE,3,1.0,DELUXE,3.0,MARRIED,1.0,0,5,0,1.0,MANAGER,24725.0
202228,0,59.0,SELFENQUIRY,3,6.0,LARGEBUSINESS,MALE,3,3.0,STANDARD,3.0,MARRIED,4.0,1,1,1,0.0,SENIORMANAGER,26904.0
202229,0,45.0,SELFENQUIRY,2,30.0,SMALLBUSINESS,MALE,2,3.0,BASIC,4.0,SINGLE,2.0,0,4,0,1.0,EXECUTIVE,17177.0
202230,0,53.0,COMPANYINVITED,3,8.0,SMALLBUSINESS,FEMALE,2,4.0,STANDARD,4.0,MARRIED,3.0,0,1,1,0.0,SENIORMANAGER,22525.0
202232,1,26.0,COMPANYINVITED,1,8.0,SALARIED,MALE,2,3.0,BASIC,5.0,MARRIED,7.0,1,5,0,0.0,EXECUTIVE,17042.0
202233,0,34.0,SELFENQUIRY,3,16.0,SALARIED,FEMALE,2,3.0,BASIC,3.0,MARRIED,2.0,1,1,0,1.0,EXECUTIVE,17220.0
202234,0,28.0,SELFENQUIRY,3,16.0,SMALLBUSINESS,MALE,3,3.0,BASIC,4.0,MARRIED,2.0,0,5,0,2.0,EXECUTIVE,16052.0
202235,0,38.0,COMPANYINVITED,1,9.0,SALARIED,MALE,2,3.0,BASIC,3.0,MARRIED,4.0,0,3,1,0.0,EXECUTIVE,17821.0
202236,0,50.0,SELFENQUIRY,1,8.0,SMALLBUSINESS,MALE,3,3.0,KING,3.0,MARRIED,3.0,1,1,1,2.0,VP,34237.0
202238,0,40.0,SELFENQUIRY,3,32.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,5.0,MARRIED,2.0,0,1,1,2.0,MANAGER,23396.0
202239,0,26.0,COMPANYINVITED,1,6.0,SMALLBUSINESS,FEMALE,3,4.0,BASIC,3.0,MARRIED,2.0,0,1,0,0.0,EXECUTIVE,17007.0
202240,0,46.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,MALE,2,3.0,KING,3.0,MARRIED,1.0,0,5,1,0.0,VP,34627.0
202241,0,54.0,SELFENQUIRY,3,8.0,SALARIED,FEMALE,2,4.0,STANDARD,3.0,MARRIED,7.0,0,5,1,1.0,SENIORMANAGER,25686.0
202242,0,56.0,COMPANYINVITED,1,15.0,SMALLBUSINESS,FEMALE,3,3.0,BASIC,3.0,MARRIED,3.0,0,1,1,0.0,EXECUTIVE,17942.0
202243,0,36.0,SELFENQUIRY,1,18.0,SMALLBUSINESS,FEMALE,2,4.0,STANDARD,3.0,UNMARRIED,1.0,0,1,1,0.0,SENIORMANAGER,23858.0
202244,0,55.0,COMPANYINVITED,1,8.0,SMALLBUSINESS,MALE,2,4.0,SUPERDELUXE,5.0,SINGLE,1.0,0,3,1,1.0,AVP,31756.0
202245,0,43.0,SELFENQUIRY,3,31.0,SMALLBUSINESS,MALE,3,4.0,STANDARD,3.0,MARRIED,6.0,0,4,1,1.0,SENIORMANAGER,25798.0
202246,1,20.0,COMPANYINVITED,3,15.0,SMALLBUSINESS,FEMALE,2,3.0,BASIC,3.0,SINGLE,2.0,1,4,1,0.0,EXECUTIVE,17323.0
202247,1,21.0,SELFENQUIRY,1,16.0,SALARIED,FEMALE,2,4.0,BASIC,5.0,SINGLE,2.0,0,3,0,1.0,EXECUTIVE,16416.0
202249,1,51.0,SELFENQUIRY,1,10.0,SALARIED,MALE,2,3.0,BASIC,3.0,MARRIED,1.0,1,1,0,0.0,EXECUTIVE,17461.0
202250,1,28.0,COMPANYINVITED,1,30.0,LARGEBUSINESS,MALE,3,4.0,STANDARD,5.0,UNMARRIED,2.0,0,1,1,1.0,SENIORMANAGER,23722.0
202252,0,30.0,SELFENQUIRY,1,26.0,SALARIED,MALE,2,3.0,DELUXE,5.0,MARRIED,1.0,0,4,0,1.0,MANAGER,24957.0
202254,0,38.0,SELFENQUIRY,1,23.0,SALARIED,FEMALE,3,4.0,STANDARD,3.0,MARRIED,1.0,0,1,1,2.0,SENIORMANAGER,23823.0
202255,0,40.0,SELFENQUIRY,1,26.0,LARGEBUSINESS,MALE,3,3.0,STANDARD,3.0,MARRIED,5.0,0,3,1,1.0,SENIORMANAGER,25322.0
202257,0,55.0,COMPANYINVITED,1,8.0,SALARIED,MALE,3,3.0,STANDARD,4.0,MARRIED,4.0,0,1,0,1.0,SENIORMANAGER,25976.0
202259,1,44.0,SELFENQUIRY,2,6.0,SMALLBUSINESS,MALE,3,4.0,STANDARD,5.0,MARRIED,1.0,0,4,1,0.0,SENIORMANAGER,25482.0
202260,0,33.0,SELFENQUIRY,1,11.0,SALARIED,MALE,2,4.0,STANDARD,3.0,MARRIED,5.0,0,3,1,1.0,SENIORMANAGER,22119.0
202261,1,35.0,SELFENQUIRY,3,10.0,LARGEBUSINESS,MALE,2,3.0,STANDARD,5.0,UNMARRIED,1.0,1,4,1,1.0,SENIORMANAGER,24582.0
202263,0,28.0,SELFENQUIRY,1,21.0,SALARIED,MALE,2,3.0,BASIC,3.0,MARRIED,2.0,0,4,0,0.0,EXECUTIVE,17207.0
202264,0,34.0,COMPANYINVITED,1,9.0,SALARIED,MALE,2,3.0,DELUXE,3.0,UNMARRIED,1.0,0,1,1,0.0,MANAGER,22756.0
202265,0,37.0,SELFENQUIRY,3,16.0,SALARIED,FEMALE,2,4.0,DELUXE,3.0,MARRIED,3.0,1,4,1,1.0,MANAGER,21694.0
202267,1,26.0,SELFENQUIRY,1,27.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,MARRIED,2.0,0,5,1,0.0,EXECUTIVE,17377.0
202268,1,33.0,SELFENQUIRY,1,31.0,SMALLBUSINESS,MALE,2,4.0,BASIC,4.0,SINGLE,5.0,1,4,1,0.0,EXECUTIVE,17313.0
202269,0,42.0,SELFENQUIRY,1,8.0,SMALLBUSINESS,MALE,2,3.0,SUPERDELUXE,5.0,MARRIED,1.0,0,3,1,0.0,AVP,32665.0
202270,1,28.0,COMPANYINVITED,1,6.0,SMALLBUSINESS,MALE,2,4.0,BASIC,4.0,MARRIED,2.0,0,4,1,0.0,EXECUTIVE,17596.0
202273,0,34.0,COMPANYINVITED,1,9.0,SALARIED,MALE,2,4.0,BASIC,3.0,MARRIED,4.0,0,1,0,0.0,EXECUTIVE,17979.0
202274,0,48.0,COMPANYINVITED,1,6.0,SMALLBUSINESS,MALE,2,1.0,SUPERDELUXE,3.0,SINGLE,3.0,0,1,0,0.0,AVP,31885.0
202275,0,45.0,COMPANYINVITED,3,15.0,SALARIED,FEMALE,3,4.0,DELUXE,3.0,MARRIED,2.0,0,3,1,2.0,MANAGER,20593.0
202276,0,52.0,SELFENQUIRY,1,5.0,SALARIED,MALE,2,3.0,STANDARD,4.0,UNMARRIED,1.0,0,3,1,1.0,SENIORMANAGER,25445.0
202277,0,38.0,SELFENQUIRY,3,16.0,SMALLBUSINESS,MALE,3,4.0,STANDARD,3.0,MARRIED,1.0,1,3,1,1.0,SENIORMANAGER,23740.0
202278,0,29.0,SELFENQUIRY,1,34.0,SALARIED,FEMALE,3,3.0,BASIC,3.0,MARRIED,5.0,0,5,1,0.0,EXECUTIVE,17514.0
202279,0,28.0,SELFENQUIRY,1,9.0,SMALLBUSINESS,FEMALE,3,3.0,STANDARD,4.0,MARRIED,1.0,0,4,0,0.0,SENIORMANAGER,22655.0
202280,0,46.0,SELFENQUIRY,3,9.0,SMALLBUSINESS,MALE,2,3.0,SUPERDELUXE,3.0,MARRIED,4.0,0,1,1,0.0,AVP,32465.0
202281,0,38.0,SELFENQUIRY,3,8.0,SMALLBUSINESS,MALE,2,3.0,STANDARD,4.0,UNMARRIED,1.0,0,4,1,1.0,SENIORMANAGER,22351.0
202282,0,43.0,COMPANYINVITED,1,33.0,SALARIED,FEMALE,2,3.0,STANDARD,5.0,MARRIED,1.0,0,4,1,0.0,SENIORMANAGER,25820.0
202283,1,39.0,COMPANYINVITED,1,8.0,SALARIED,MALE,2,3.0,SUPERDELUXE,3.0,MARRIED,1.0,0,3,1,0.0,AVP,27169.0
202284,0,40.0,SELFENQUIRY,1,20.0,SMALLBUSINESS,MALE,2,4.0,KING,3.0,SINGLE,2.0,0,3,1,1.0,VP,34626.0
202285,0,21.0,SELFENQUIRY,1,6.0,LARGEBUSINESS,FEMALE,3,4.0,BASIC,4.0,SINGLE,2.0,1,5,1,1.0,EXECUTIVE,17070.0
202286,0,39.0,COMPANYINVITED,1,15.0,SALARIED,MALE,3,3.0,DELUXE,4.0,UNMARRIED,1.0,0,1,1,0.0,MANAGER,21782.0
202287,0,36.0,COMPANYINVITED,1,24.0,SALARIED,MALE,3,3.0,DELUXE,3.0,UNMARRIED,3.0,0,3,0,1.0,MANAGER,22779.0
202288,0,31.0,COMPANYINVITED,3,26.0,SALARIED,MALE,3,1.0,BASIC,3.0,MARRIED,1.0,0,5,1,0.0,EXECUTIVE,17791.0
202289,0,28.0,SELFENQUIRY,1,8.0,SALARIED,MALE,3,4.0,BASIC,4.0,MARRIED,1.0,0,1,0,2.0,EXECUTIVE,18201.0
202291,0,49.0,SELFENQUIRY,3,14.0,LARGEBUSINESS,MALE,2,4.0,SUPERDELUXE,4.0,MARRIED,7.0,0,4,1,1.0,AVP,28120.0
202293,0,29.0,COMPANYINVITED,1,16.0,SALARIED,FEMALE,3,3.0,BASIC,4.0,MARRIED,1.0,0,5,0,0.0,EXECUTIVE,18291.0
202295,0,29.0,SELFENQUIRY,1,14.0,SMALLBUSINESS,MALE,3,4.0,DELUXE,3.0,MARRIED,2.0,1,3,1,1.0,MANAGER,20056.0
202296,0,38.0,SELFENQUIRY,2,6.0,SALARIED,MALE,2,1.0,BASIC,3.0,MARRIED,2.0,0,4,1,0.0,EXECUTIVE,17844.0
202297,0,28.0,COMPANYINVITED,1,12.0,SALARIED,MALE,2,4.0,BASIC,3.0,MARRIED,2.0,1,4,1,1.0,EXECUTIVE,17703.0
202298,1,18.0,COMPANYINVITED,1,14.0,SMALLBUSINESS,MALE,3,3.0,BASIC,3.0,SINGLE,2.0,0,5,1,0.0,EXECUTIVE,16904.0
202299,1,33.0,SELFENQUIRY,3,15.0,SMALLBUSINESS,FEMALE,3,3.0,DELUXE,5.0,UNMARRIED,1.0,1,3,0,0.0,MANAGER,23224.0
202301,1,31.0,COMPANYINVITED,1,21.0,SMALLBUSINESS,MALE,3,3.0,BASIC,3.0,MARRIED,2.0,0,4,1,0.0,EXECUTIVE,17610.0
202302,0,37.0,SELFENQUIRY,1,31.0,SMALLBUSINESS,FEMALE,2,4.0,DELUXE,3.0,MARRIED,1.0,0,3,1,0.0,MANAGER,20731.0
202303,0,27.0,SELFENQUIRY,1,12.0,SALARIED,MALE,2,4.0,BASIC,3.0,MARRIED,2.0,0,1,1,1.0,EXECUTIVE,17539.0
202304,0,34.0,SELFENQUIRY,3,15.0,SALARIED,FEMALE,3,3.0,DELUXE,3.0,MARRIED,2.0,0,1,0,0.0,MANAGER,20714.0
202306,1,29.0,SELFENQUIRY,3,29.0,SALARIED,FEMALE,2,4.0,STANDARD,5.0,MARRIED,2.0,0,3,1,1.0,SENIORMANAGER,22336.0
202307,0,40.0,COMPANYINVITED,1,15.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,3.0,UNMARRIED,1.0,0,4,1,1.0,SENIORMANAGER,28499.0
202308,1,42.0,COMPANYINVITED,3,18.0,SALARIED,MALE,2,3.0,SUPERDELUXE,5.0,SINGLE,1.0,1,5,1,1.0,AVP,28758.0
202309,0,42.0,SELFENQUIRY,3,10.0,SMALLBUSINESS,MALE,2,3.0,DELUXE,5.0,SINGLE,1.0,0,5,1,0.0,MANAGER,20155.0
202310,0,35.0,SELFENQUIRY,1,6.0,SMALLBUSINESS,MALE,2,4.0,BASIC,3.0,MARRIED,7.0,0,1,1,1.0,EXECUTIVE,17258.0
202312,1,28.0,SELFENQUIRY,1,18.0,SALARIED,FEMALE,3,3.0,BASIC,3.0,MARRIED,2.0,1,4,1,1.0,EXECUTIVE,17515.0
202314,0,30.0,SELFENQUIRY,3,16.0,SMALLBUSINESS,MALE,3,4.0,DELUXE,3.0,MARRIED,2.0,0,1,0,1.0,MANAGER,21578.0
202316,0,35.0,SELFENQUIRY,1,8.0,SALARIED,MALE,2,4.0,STANDARD,4.0,MARRIED,3.0,0,4,1,0.0,SENIORMANAGER,25274.0
202317,0,34.0,COMPANYINVITED,1,7.0,SMALLBUSINESS,MALE,3,4.0,DELUXE,5.0,SINGLE,1.0,0,1,0,0.0,MANAGER,20343.0
202318,0,35.0,COMPANYINVITED,1,10.0,SALARIED,MALE,2,4.0,BASIC,3.0,MARRIED,2.0,0,1,1,1.0,EXECUTIVE,17376.0
202319,1,43.0,SELFENQUIRY,3,15.0,SMALLBUSINESS,FEMALE,2,5.0,DELUXE,3.0,SINGLE,1.0,0,1,0,0.0,MANAGER,20346.0
202320,0,32.0,COMPANYINVITED,3,8.0,SALARIED,FEMALE,3,3.0,BASIC,5.0,MARRIED,2.0,0,3,1,0.0,EXECUTIVE,17827.0
202322,0,29.0,SELFENQUIRY,1,12.0,SMALLBUSINESS,FEMALE,2,3.0,BASIC,3.0,MARRIED,2.0,0,3,0,1.0,EXECUTIVE,18131.0
202323,0,19.0,SELFENQUIRY,1,15.0,SALARIED,MALE,2,3.0,BASIC,5.0,SINGLE,2.0,0,3,0,1.0,EXECUTIVE,17552.0
202325,0,37.0,SELFENQUIRY,1,7.0,SALARIED,FEMALE,2,4.0,DELUXE,3.0,MARRIED,2.0,0,1,0,0.0,MANAGER,21474.0
202326,0,20.0,SELFENQUIRY,1,5.0,SALARIED,MALE,2,4.0,BASIC,3.0,SINGLE,2.0,0,3,0,0.0,EXECUTIVE,18033.0
202327,1,44.0,SELFENQUIRY,1,16.0,SALARIED,MALE,3,3.0,BASIC,3.0,SINGLE,2.0,1,3,1,0.0,EXECUTIVE,17936.0
202328,0,53.0,SELFENQUIRY,1,13.0,SMALLBUSINESS,FEMALE,2,3.0,KING,3.0,MARRIED,4.0,0,1,1,1.0,VP,33606.0
202329,0,29.0,SELFENQUIRY,1,21.0,SALARIED,FEMALE,3,5.0,BASIC,3.0,MARRIED,1.0,1,5,1,1.0,EXECUTIVE,17168.0
202330,1,22.0,COMPANYINVITED,1,9.0,SALARIED,MALE,2,4.0,BASIC,3.0,MARRIED,1.0,1,3,0,1.0,EXECUTIVE,17853.0
202331,0,46.0,SELFENQUIRY,3,8.0,SMALLBUSINESS,FEMALE,3,3.0,SUPERDELUXE,5.0,MARRIED,1.0,0,1,1,1.0,AVP,32048.0
202332,0,44.0,COMPANYINVITED,1,23.0,SALARIED,MALE,3,5.0,BASIC,3.0,SINGLE,3.0,0,4,1,1.0,EXECUTIVE,17290.0
202334,1,41.0,COMPANYINVITED,1,11.0,SALARIED,MALE,3,4.0,BASIC,5.0,MARRIED,7.0,0,3,0,1.0,EXECUTIVE,17107.0
202337,0,50.0,COMPANYINVITED,1,8.0,SMALLBUSINESS,FEMALE,1,3.0,SUPERDELUXE,5.0,MARRIED,3.0,0,3,0,0.0,AVP,32856.0
202338,0,28.0,SELFENQUIRY,1,25.0,SMALLBUSINESS,MALE,3,4.0,BASIC,5.0,MARRIED,2.0,0,3,1,1.0,EXECUTIVE,18196.0
202339,0,46.0,SELFENQUIRY,1,21.0,SALARIED,MALE,2,3.0,KING,4.0,MARRIED,6.0,0,3,1,1.0,VP,34081.0
202340,0,35.0,SELFENQUIRY,3,23.0,SALARIED,MALE,3,3.0,DELUXE,5.0,MARRIED,4.0,1,3,0,2.0,MANAGER,23966.0
202341,1,24.0,SELFENQUIRY,1,23.0,SALARIED,FEMALE,3,3.0,BASIC,4.0,MARRIED,2.0,0,1,1,2.0,EXECUTIVE,17210.0
202343,0,36.0,SELFENQUIRY,1,12.0,SALARIED,MALE,2,5.0,BASIC,3.0,MARRIED,2.0,0,1,1,0.0,EXECUTIVE,17741.0
202346,0,20.0,SELFENQUIRY,3,27.0,SMALLBUSINESS,MALE,2,1.0,BASIC,3.0,SINGLE,2.0,0,3,1,1.0,EXECUTIVE,17678.0
202347,0,46.0,SELFENQUIRY,1,8.0,LARGEBUSINESS,MALE,2,3.0,DELUXE,3.0,MARRIED,3.0,0,1,0,0.0,MANAGER,22379.0
202348,0,42.0,COMPANYINVITED,2,8.0,SMALLBUSINESS,MALE,3,1.0,DELUXE,5.0,MARRIED,1.0,0,1,1,1.0,MANAGER,21272.0
202349,0,60.0,SELFENQUIRY,3,13.0,SMALLBUSINESS,MALE,2,1.0,DELUXE,3.0,MARRIED,1.0,1,5,0,0.0,MANAGER,20220.0
202350,0,32.0,COMPANYINVITED,1,19.0,SALARIED,FEMALE,3,4.0,BASIC,4.0,MARRIED,2.0,0,5,1,0.0,EXECUTIVE,17743.0
202352,0,36.0,SELFENQUIRY,1,7.0,LARGEBUSINESS,FEMALE,3,5.0,STANDARD,5.0,MARRIED,3.0,1,1,1,0.0,SENIORMANAGER,25252.0
202353,0,33.0,SELFENQUIRY,1,15.0,SMALLBUSINESS,MALE,2,3.0,BASIC,3.0,MARRIED,1.0,0,1,0,1.0,EXECUTIVE,17781.0
202354,0,40.0,SELFENQUIRY,3,16.0,LARGEBUSINESS,FEMALE,2,4.0,DELUXE,4.0,MARRIED,1.0,0,5,1,1.0,MANAGER,21852.0
202357,0,42.0,COMPANYINVITED,1,32.0,SMALLBUSINESS,FEMALE,2,3.0,STANDARD,5.0,MARRIED,4.0,1,3,0,0.0,SENIORMANAGER,28191.0
202358,0,35.0,COMPANYINVITED,3,14.0,SMALLBUSINESS,FEMALE,3,4.0,STANDARD,3.0,MARRIED,5.0,1,5,1,2.0,SENIORMANAGER,25377.0
202359,0,27.0,SELFENQUIRY,1,20.0,SALARIED,MALE,2,3.0,BASIC,5.0,MARRIED,2.0,1,4,1,0.0,EXECUTIVE,17235.0
202360,0,54.0,COMPANYINVITED,1,7.0,SALARIED,FEMALE,2,3.0,STANDARD,3.0,MARRIED,1.0,0,5,0,1.0,SENIORMANAGER,25502.0
202361,0,44.0,SELFENQUIRY,1,8.0,SALARIED,FEMALE,3,1.0,BASIC,3.0,MARRIED,2.0,0,4,1,2.0,EXECUTIVE,17011.0
202362,1,19.0,COMPANYINVITED,1,16.0,SMALLBUSINESS,FEMALE,3,4.0,BASIC,4.0,SINGLE,2.0,1,5,0,2.0,EXECUTIVE,16859.0
202364,0,54.0,SELFENQUIRY,1,9.0,SALARIED,MALE,2,3.0,SUPERDELUXE,3.0,MARRIED,4.0,0,5,0,0.0,AVP,32779.0
202365,0,31.0,SELFENQUIRY,1,17.0,SMALLBUSINESS,MALE,3,3.0,DELUXE,5.0,MARRIED,2.0,1,1,1,1.0,MANAGER,21833.0
202366,0,31.0,SELFENQUIRY,1,30.0,SMALLBUSINESS,FEMALE,3,4.0,DELUXE,5.0,UNMARRIED,2.0,0,5,1,0.0,MANAGER,21812.0
202367,0,59.0,SELFENQUIRY,3,9.0,SALARIED,FEMALE,2,4.0,DELUXE,3.0,SINGLE,6.0,0,3,0,0.0,MANAGER,20171.0
202369,0,49.0,SELFENQUIRY,1,10.0,SMALLBUSINESS,MALE,2,4.0,KING,3.0,MARRIED,3.0,0,3,0,1.0,VP,33711.0
202371,1,48.0,COMPANYINVITED,3,30.0,SALARIED,MALE,3,5.0,BASIC,3.0,SINGLE,2.0,1,1,1,2.0,EXECUTIVE,17559.0
202372,1,27.0,SELFENQUIRY,3,8.0,SMALLBUSINESS,FEMALE,3,5.0,KING,4.0,SINGLE,3.0,1,5,1,1.0,VP,17517.0
202373,1,29.0,COMPANYINVITED,1,16.0,SALARIED,FEMALE,2,4.0,BASIC,3.0,UNMARRIED,2.0,0,4,1,0.0,EXECUTIVE,21623.0
202374,1,48.0,SELFENQUIRY,1,21.0,SMALLBUSINESS,FEMALE,3,3.0,STANDARD,3.0,MARRIED,2.0,0,3,0,0.0,SENIORMANAGER,33265.0
